BASIC Church,Dartmouth,NS,(902) 719-5419,http://www.basicchurch.ca
BASS RIVER UNITED BAPTIST CHURCH,Bass River,NS,,
BAXTER'S HARBOUR PENTECOSTAL HOLINESS CHURCH,Canning,NS,,
BAYERS ROAD UNITED BAPTIST CHURCH,Halifax,NS,,
BAYVIEW UNITED BAPTIST CHURCH,Yarmouth County,NS,,
BEACON UNITED CHURCH,Yarmouth,NS,,
BEAR RIVER EAST BAPTIST CHURCH,Bear River,NS,,
BEAR RIVER UNITED BAPTIST CHURCH,Bear River,NS,,
BEAVER RIVER UNITED BAPTIST CHURCH,Yarmouth,NS,,
Bedford Baptist Church,Bedford,NS,(902) 835-5966,http://bedfordbaptist.ca
BEDFORD UNITED BAPTIST CHURCH,Bedford,NS,,
BEECH HILL UNITED BAPTIST CHURCH,Lunenburg County,NS,,
Beechville Baptist Church,Beechville,NS,9028767942,http://beechvillebaptistchurch.ca/
BELMONT UNITED BAPTIST CHURCH,Belmont,NS,,
BERWICK UNITED BAPTIST CHURCH,Berwick,NS,,
BERWICK UNITED CHURCH,Berwick,NS,,
BETHANY GOSPEL CHAPEL,Dartmouth,NS,,
BETHANY MEMORIAL UNITED BAPTIST CHURCH,Kentville,NS,,
BETHANY UNITED CHURCH,New Glasgow,NS,,
BETHANY UNITED CHURCH,Halifax,NS,,
BETHEL BAPTIST CHURCH,Westville,NS,,
Bethel Community Church,South Lochaber,NS,902.783.2748,
Bethel Family Church,Glace Bay,NS,902.849.9551,
BETHEL PENTECOSTAL ASSEMBLY,Baccaro,NS,902.768.2198,
BETHEL PRESBYTERIAN CHURCH,Sydney,NS,,
BETHEL PRESBYTERIAN CHURCH,New Glasgow,NS,,
BETHEL PRESBYTERIAN CHURCH,Scotsburn,NS,,http://pccweb.ca/bethel
BETHEL PRESBYTERIAN CHURCH,Trenton Pictou Co,NS,,
BETHEL UNITED BAPTIST CHURCH,Dartmouth,NS,,
BIBLE BAPTIST CHURCH INDEPENDENT OF NEW GLASGOW,New Glasgow,NS,,
Bible Believer's Baptist Church,Digby,NS,902.247.5405,http://www.biblebelieversdigby.ca
BIBLE HILL ST. DAVID'S PASTORAL CHARGE,Truro,NS,,
BILLTOWN UNITED BAPTIST CHURCH,Cambridge Station,NS,,
BIRCH COVE UNITED BAPTIST CHURCH,Halifax,NS,,
BIRCH GROVE PASTORAL CHARGE,Birch Grove,NS,,
BIRCH GROVE VICTORIA PRESBYTERIAN CHURCH,Birch Grove,NS,,
BLACK RIVER UNITED BAPTIST CHURCH,Wolfville,NS,,
BLACK ROCK UNITED BAPTIST CHURCH,Berwick,NS,,
BLAIR PRESBYTERIAN CHURCH,Pictou County,NS,,
BOULARDERIE PASTORAL CHARGE,Big Bras D'or,NS,,
BOYLSTON UNITED BAPTIST CHURCH,Guysborough,NS,,
BRAZIL LAKE WESLEYAN CHURCH,South Ohio,NS,,
BRIDGETOWN UNITED BAPTIST CHURCH,Bridgetown,NS,,
BRIDGEVILLE UNITED CHURCH,Eureka,NS,,
Bridgewater Open Bible Church,Bridgewater,NS,(902) 543-3383,
BRIDGEWATER PASTORAL CHARGE,Bridgewater,NS,,
BROOKFIELD PASTORAL CHARGE,Brookfield,NS,,
BROOKFIELD UNITED BAPTIST CHURCH,Brookfield,NS,,
BROOKLYN PASTORAL CHARGE,Queens County,NS,,
BROOKLYN UNITED BAPTIST CHURCH,Brooklyn,NS,,
BROOKLYN UNITED BAPTIST CHURCH,Yarmouth County,NS,,
BRUNSWICK STREET UNITED CHURCH,Truro,NS,,
BRUNSWICK STREET UNITED CHURCH,Halifax,NS,,
BUCKFIELD UNITED BAPTIST CHURCH,Lunenburg,NS,,
BURLINGTON UNITED BAPTIST CHURCH,Berwick,NS,,
BURNS MEMORIAL PRESBYTERIAN CHURCH,Scotsburn,NS,,
CALEDONIA PASTORAL CHARGE,Caledonia Queens Co,NS,,
CALEDONIA UNITED BAPTIST CHURCH,Caledonia Queens Co,NS,,
CALVARY BAPTIST CHURCH,Weymouth,NS,,
CALVARY BAPTIST CHURCH INDEPENDENT,South Brookfield,NS,,
CALVARY FAITH CHURCH,Guysborough Co,NS,,
CALVARY FAITH CHURCH OF SONORA,Guys Co,NS,,
CALVARY LUTHERAN CHURCH,Bridgewater,NS,,
CALVARY PENTECOSTAL CHURCH,Truro,NS,902.893.2380,http://www.newdaynow.ca/
CALVARY PENTECOSTAL CHURCH,Oxford,NS,,
CALVARY TEMPLE,Mahone Bay,NS,(902) 624-8253,
CALVARY TEMPLE,New Glasgow,NS,,
CALVARY TEMPLE,Sandy Cove Digby Co,NS,,
Calvary Temple,Tiddville,NS,902.834.2791,
CALVARY UNITED BAPTIST CHURCH,Spryfield Halifax,NS,,
CALVIN PRESBYTERIAN CHURCH,Halifax,NS,,
CALVIN PRESBYTERIAN CHURCH,Sunnybrae,NS,,
CALVIN UNITED CHURCH,Porters Lake,NS,,
CAMBRIDGE BAPTIST CHURCH,Walton,NS,,
CAMBRIDGE UNITED BAPTIST CHURCH,Cambridge Station,NS,,
CANAAN UNITED BAPTIST CHURCH,Chester,NS,,
CANADIAN MARTYRS CHURCH,Halifax,NS,,
CANARD UNITED CHURCH,Centreville,NS,,
CANNING UNITED BAPTIST CHURCH,Canning Kings Co,NS,,
CANSO CHRISTIAN CENTER,Canso,NS,,
CANSO UNITED BAPTIST CHURCH,Canso,NS,,
CAPE BRETON CHRISTIAN FELLOWSHIP CHURCH,Sydney,NS,,
CAPE BRETON HARVEST COMMUNITY CHURCH,Sydney,NS,,
CARLETON UNITED BAPTIST CHURCH,Carleton,NS,,
CARMAN UNITED CHURCH,Sydney Mines,NS,,
CATHOLIC EPISCOPAL CORPORATION OF ANTIGONISH,Sydney,NS,,
Causeway Pentecostal Church,Port Hawkesbury,NS,902.625.2715,http://causewaychurch.weebly.com/
CENTRAL CHEBOGUE UNITED BAPTIST CHURCH,Yarmouth,NS,,
CENTRAL NOVA WESLEYAN CHURCH,Truro,NS,,
CENTRAL WOOD HARBOUR UNITED BAPTIST CHURCH,Lower Woods Harbour,NS,,
CENTRELEA UNITED BAPTIST CHURCH,Bridgetown,NS,,
CENTREVILLE UNITED BAPTIST CHURCH,Shelburne County,NS,,
CHALMERS UNITED CHURCH BRAS D'OR N S,Bras D'or,NS,,
CHALMERS UNITED CHURCH PASTORAL CHARGE,Dominion,NS,,
CHARLESTON UNITED BAPTIST CHURCH,Mill Village,NS,,
CHELSEA UNITED BAPTIST CHURCH,Lunenburg County,NS,,
CHESTER UNITED BAPTIST CHURCH,Chester,NS,902-275-3434,
CHRIST CHURCH,Granville Ferry,NS,,
CHRIST THE KING PARISH TRENTON,Trenton,NS,,http://www.aspu.ca
CHRIST'S LUTHERAN CHURCH CAMPERDOWN,Lunenburg County,NS,,
Christadelphians,Bedford,NS,9024040196,http://www.christadelphians.ns.ca
CHRISTIAN ASSEMBLY AT GREENLAND,Bear River,NS,,
CHRISTIAN COMMUNITY COUNCIL,Bridgetown,NS,,
CHRISTIAN FELLOWSHIP CHURCH,New Glasgow,NS,,
CHRISTIAN REFORMED CHURCH OF HALIFAX,Halifax,NS,,
CHRISTIANVIEW CHURCH,Halifax,NS,,
CHURCH OF CHRIST,Kentville,NS,,
CHURCH OF CHRIST (DISCIPLES),River John,NS,,
CHURCH OF CHRIST (DISCIPLES),Upper Rawdon,NS,,
CHURCH OF CHRIST MILL VILLAGE,Shubenacadie,NS,,
CHURCH OF CHRIST-TRURO NOVA SCOTIA,Truro,NS,,
CHURCH OF ST JAMES UNITED CHURCH,Dartmouth,NS,,
CHURCH OF ST PETER ST JOHN,New Harris,NS,,
CHURCH OF THE NAZARENE,Oxford,NS,,
CHURCH OF THE NAZARENE,Middleton,NS,,
CHURCH OF THE NAZARENE,Trenton,NS,,
CHURCH OF THE NAZARENE,Windsor,NS,,
CHURCH OF THE SHEPHERD,Beaver Bank,NS,,
CLARENCE UNITED BAPTIST CHURCH,Bridgetown,NS,,
"CLARK'S HARBOUR UNITED BAPTIST ""STONE"" CHURCH",Clarks Harbour,NS,,
CLEMENTSPORT UNITED BAPTIST CHURCH,Clementsport,NS,,
CLEMENTSVALE UNITED BAPTIST CHURCH,Annapolis Royal,NS,,
CLIFTON PASTORAL CHARGE,Truro,NS,,http://www.cliftonpastoralcharge.ca
CLYDE CARLETON PASTORAL CHARGE,Shelburne,NS,,
COBEQUID ROAD UNITED BAPTIST CHURCH,Lwr Sackville,NS,,
COLDBROOK BAPTIST CHURCH,Coldbrook,NS,,
COLDSTREAM PASTORAL CHARGE,Truro,NS,,
COLE HARBOUR WOODSIDE UNITED CHURCH,Dartmouth,NS,,
COMMUNAUTE CATHOLIQUE FRANCOPHONE D'HALIFAX-DARTMOUTH,Dartmouth,NS,,
COMMUNITY LIGHT HOUSE PENTECOSTAL HOLINESS CHURCH,Kentville,NS,,
CONQUERALL MILLS PRESBYTERIAN (ST MATTHEW'S),Bridgewater,NS,,
CORNERSTONE ASSEMBLY,Truro,NS,902 897 2833,http://cornerstoneassembly.ca/
Cornerstone Assembly,Bible Hill,NS,902.897.2833,
CORNERSTONE CHRISTIAN ASSEMBLY,Arcadia Yarmouth Co,NS,,
Cornerstone Wesleyan Church,Bedford,NS,(902) 832-2222,http://www.cornerstonewesleyan.ca
Cornwallis Street Baptist Church,Halifax,NS,902-429-5573,http://www.cornwallisstreetbaptist.ca
Corridor Community Church,Lantz,NS,902.883.8256,http://www.corridorcommunitychurch.com/
COUNTRY CALVARY BAPTIST CHURCH,Milford,NS,,
CROSSROADS BAPTIST CHURCH,Truro,NS,,
Crossroads Gospel Temple,Amherst,NS,902.667.1750,http://www.crossroadsns.ca/cgt/crossroads.html
CULLODEN BAPTIST CHURCH,Digby,NS,,
DARTMOUTH FIRST CHURCH OF THE NAZARENE,Dartmouth,NS,902-466-5822,http://htttp//www.dartmouthfirstchurch.ca
DARTMOUTH SEVENTH-DAY ADVENTIST CHURCH,Dartmouth,NS,,
DEBERT UNITED BAPTIST CHURCH,Debert,NS,,
Deep Water Church,Halifax,NS,902-880-4266,http://www.deepwaterchurch.com/
DIGBY NECK FIRST UNITED BAPTIST CHURCH,Digby,NS,,
DIGBY NECK SECOND UNITED BAPTIST CHURCH,Sandy Cove,NS,,
DIGBY PASTORAL CHARGE,Digby,NS,,
DIGBY SEVENTH-DAY ADVENTIST CHURCH,Granville Ferry,NS,,
Digby Wesleyan Church,Digby,NS,(902) 245-4634,http://www.digbywesleyan.com
DILIGENT RIVER UNITED BAPTIST CHURCH,Parrsboro,NS,,
DIOCESAN SYNOD OF NOVA SCOTIA AND PRINCE EDWARD ISLAND,Halifax,NS,,
DOCTOR'S COVE UNITED BAPTIST CHURCH,Barrington Passage,NS,,
DURHAM PRESBYTERIAN CHURCH,Pictou,NS,,
Eagles Landing Ministries,Eskasoni,NS,902.379.2132,
EAST FERRY UNITED BAPTIST CHURCH,Sandy Cove Digby County,NS,,
EASTERN GUYSBOROUGH PASTORAL CHARGE,Guysborough,NS,,
EASTERN PASSAGE UNITED BAPTIST CHURCH,Eastern Passage,NS,,
ECONOMY UNITED CHURCH OF CANADA,Economy Col Co,NS,,
EDGEWOOD UNITED CHURCH,Halifax,NS,,
ELLERSHOUSE UNITED CHURCH,Ellershouse,NS,,
ELMSDALE UNITED BAPTIST CHURCH,Enfield,NS,902-883-8443,http://elmsdalebaptistchurch.org
EMMANUEL BAPTIST CHURCH,Hammonds Plains,NS,,
EMMANUEL CONGREGATIONAL CHRISTIAN CHURCH OF CANADA,Middleton,NS,,
EMMANUEL FELLOWSHIP BAPTIST CHURCH,Digby,NS,,
Emmanuel Pentecostal Tabernacle,Middlewood,NS,902.543.8064,
EMMANUEL UNITED BAPTIST CHURCH,Lunenburg Co,NS,,
EPWORTH UNITED CHURCH,Glace Bay,NS,,
EVANGEL ASSEMBLY,Yarmouth,NS,902.742.2069,
Evangel Pentecostal Church,Dartmouth,NS,902.434.3351,
FAIRVIEW PASTORAL CHARGE,Halifax,NS,,
FAITH BAPTIST CHAPEL,Lunenburg,NS,,
FAITH BAPTIST CHURCH,Sydney,NS,(902) 270-3430,http://faithbaptistsydney.com
FAITH BAPTIST CHURCH,Great Village,NS,,
FAITH CHRISTIAN REFORMED CHURCH,Shubenacadie,NS,,
FAITH IN ACTION HOLINESS CHURCH,Hants Co,NS,,
Faith Lutheran Church (LCC),Dartmouth,NS,902-433-0757,http://www.faith-lutheran.ca/
FAITH MEMORIAL UNITED BAPTIST CHURCH,Yarmouth,NS,,
FAITH TABERNACLE,Halifax,NS,902.445.1523,http://www.faithhalifax.org/home
FAITH TABERNACLE UNITED PENTECOSTAL CHURCH OF BERWICK,Berwick,NS,,
FAITH UNITED BAPTIST CHURCH OF LOWER SACKVILLE,Lower Sackville,NS,,
FALL RIVER BAPTIST CHURCH,Fall River,NS,902 861-3694,
FALL RIVER COMMUNITY BIBLE CHAPEL,Wellington,NS,,
FALMOUTH UNITED BAPTIST CHURCH,Falmouth,NS,,
FENWICK UNITED CHURCH,Amherst,NS,,
FIRST BAPTIST CHURCH,Halifax,NS,,
FIRST CONGREGATIONAL CHURCH OF HALIFAX,Halifax,NS,9024235068,https://www.firstcong.ca/
FIRST CORNWALLIS UNITED BAPTIST CHURCH,Centreville,NS,,
FIRST DARTMOUTH UNITED BAPTIST CHURCH,Dartmouth,NS,,
FIRST PRESBYTERIAN CHURCH,New Glasgow,NS,,
FIRST PRESBYTERIAN CHURCH,Hopewell,NS,,
FIRST PRESBYTERIAN CHURCH,Stellarton,NS,,
FIRST PRESBYTERIAN CHURCH,Pictou,NS,,
FIRST RAGGED ISLAND UNITED BAPTIST CHURCH,Lockeport,NS,,
FIRST SACKVILLE PRESBYTERIAN CHURCH N S,Lwr-Sackville,NS,,
FIRST UNITED BAPTIST CHURCH,Fall River,NS,,
FIRST UNITED BAPTIST CHURCH,New Glasgow,NS,,
FIRST UNITED BAPTIST CHURCH,Truro,NS,,
FIRST UNITED CHURCH,Sydney,NS,,http://www.wondercafe.ca/churches/first-sydney
FIRST UNITED CHURCH,Trenton,NS,,
FIRST UNITED CHURCH,Truro,NS,,
FLORENCE-LITTLE BRAS D'OR PASTORAL CHARGE,Hillside Boularderie,NS,,
FORBES MEMORIAL PASTORAL CHARGE,Antigonish County,NS,,http://@yahoo.com
FORBES UNITED CHURCH,River Denys,NS,,
FOREST HILL UNITED BAPTIST CHURCH,Kings County,NS,,
FOREST HILLS FELLOWSHIP BAPTIST CHURCH,Dartmouth,NS,,
FORT MASSEY UNITED CHURCH,Halifax,NS,,
FOUNDATION UNITED BAPTIST CHURCH,Porters Lake,NS,,
FOURCHU UNITED CHURCH,Fourchu,NS,,
FOX POINT SEVENTH-DAY ADVENTIST CHURCH,Hubbards,NS,,
FRAMBOISE PRESBYTERIAN CHURCH,Stirling Richmond Co,NS,,
FREEPORT UNITED BAPTIST CHURCH,Freeport,NS,,
FRENCH RIVER PRESBYTERIAN CHURCH,Merigomish Pictou County,NS,,
FULL GOSPEL ASSEMBLY,Truro,NS,,
FULL GOSPEL CHURCH,Halifax,NS,,
FULL GOSPEL PENTECOSTAL ASSEMBLY OF ANTIGONISH,Antigonish,NS,902.863.2010,http://www.fullgospelantigonish.com
Full Gospel Tabernacle,Lequille,NS,902.532.0442,
FUNDAMENTAL BIBLE CHURCH,Pugwash,NS,,
GASPEREAU UNITED BAPTIST CHURCH,Wolfville,NS,,
GATEWAY COMMUNITY CHURCH,Lower Sackville,NS,,
GAY'S RIVER UNITED CHURCH,Shubenacadie,NS,,
GLACE BAY UNITED BAPTIST CHURCH,Glace Bay,NS,,
GLAD TIDINGS WORSHIP CENTER,Windsor,NS,,
GLAD TIDINGS WORSHIP CENTER,Windsor,NS,,
GOLDBORO UNITED BAPTIST CHURCH,Goldboro,NS,,
Good News Pentecostal Church in Canada,Dartmouth,NS,9024663639,http://www.kingdomfaithcanada.com
GOOD SHEPHERD CHURCH,Lawrencetown,NS,,
GORDON PROVIDENCE UNITED CHURCH,Bridgetown,NS,,
GORDON UNITED CHURCH,Reserve Mines,NS,,
GRACE BAPTIST CHURCH,Lake Fletcher,NS,,
Grace Baptist Church,Dartmouth,NS,902.434.3047,http://www.gbchalifax.org
Grace Chapel,Halifax,NS,902-445-2711,http://www.gracechapel.ca
Grace Covenant Church,Nova Scotia,NS,902.956-8303,http://www.graceunlimited.ca
GRACE FELLOWSHIP CHURCH (ASSOCIATE REFORMED PRESBYTERIAN),Sydney Mines,NS,,
GRACE INDEPENDENT BAPTIST CHURCH,Truro,NS,,
GRACE LUTHERAN CHURCH,Dartmouth,NS,,
GRACE LUTHERAN CHURCH,Lunenburg County,NS,,
GRACE UNITED CHURCH,Dartmouth,NS,,
GRACELIFE CHURCH OF PENTECOST,Bridgewater,NS,,
GRAFTON UNITED BAPTIST CHURCH,Waterville Kings County,NS,,
GREAT VILLAGE PASTORAL CHARGE,Great Village,NS,,
GREATER GLORY MINISTRIES INTERNATIONAL,Tema,NS,+233 243230498,http://www.greatergloryministriesinternational.com
GREENHILL-ALMA UNITED CHURCH,Westville,NS,,
GREENVILLE UNITED BAPTIST CHURCH,Yarmouth,NS,,
GREENWICH UNITED CHURCH,Wolfville,NS,,
GUYSBOROUGH ROAD UNITED BAPTIST CHURCH,Halifax,NS,,
GUYSBOROUGH UNITED BAPTIST CHURCH,Guysborough,NS,,
HABITATION BAPTIST CHURCH,Port Royal,NS,9025322874,
HADLEYVILLE UNITED CHURCH,Mulgrave,NS,,
HALIFAX & LUNENBURG PRESBYTERY,Dartmouth,NS,,
HALIFAX CHRISTIAN CHURCH,Halifax,NS,,
HALIFAX FRIENDS MEETING,Musquodoboit Harbour,NS,,
HALIFAX SEVENTH-DAY ADVENTIST CHURCH,Halifax,NS,,
Halifax-Metro Vineyard Christian Fellowship,Sackville,NS,(902) 864-4652,
HALL'S HARBOUR UNITED BAPTIST CHURCH,Centreville Kings Co,NS,,
HAMPTON UNITED BAPTIST CHURCH,Hampton,NS,,
HANTSPORT BAPTIST CHURCH,Hantsport,NS,,
HARBOUR LIGHT FULL GOSPEL CHURCH,Guysboro County,NS,,
Harbour Light Pentecostal Church,East Green Harbour,NS,902.656.3057,
HARDWOOD LANDS PRESBYTERIAN CHURCH,Hardwood Lands,NS,902-883-8704,http://pccweb.ca/elmsdale-hardwood-lands/
Hardwood Lands Presbyterian Church,Hardwood Lands,NS,902-883-8704,http://pccweb.ca/elmsdale-hardwood-lands/
HARMONY UNITED BAPTIST CHURCH,Kingston,NS,,
Havelock Wesleyan Church,Weymouth,NS,902-837-4796,http://www.havelockwesleyan.ca/
HEAD OF ST MARGARET'S BAY UNITED BAPTIST CHURCH,Hammonds Plains,NS,,
HEAD OFFICE MIDDLETON,Middleton,NS,,
HEARTZ MEMORIAL UNITED CHURCH,Weymouth,NS,,
HEBRON MEMORIAL UNITED BAPTIST CHURCH,Yarmouth,NS,,
HI-WAY PENTECOSTAL TABERNACLE,Truro,NS,,
Hi-Way Pentecostal Tabernacle,Parrsboro,NS,902.254.3444,
HIGGINSVILLE UNITED CHURCH,Higginsville Halifax Co.,NS,,
Highway Pentecostal Assembly,Liverpool,NS,902.354.3032,
HILLGROVE UNITED BAPTIST CHURCH,Digby,NS,,
HILLSBURN UNITED BAPTIST CHURCH,Hillsburn,NS,,
HILLSIDE WESLEYAN CHURCH,Cole Harbour,NS,,
HOLY CROSS CHURCH POMQUET,Pomquet,NS,,
HOLY CROSS PARISH,Plympton,NS,,
Holy Family Parish,Amherst,NS,902-667-2523,http://www.holyfamilyparishamherst.org/
HOLY FAMILY PARISH ESKASONI,New Victoria,NS,,
HOLY FAMILY PARISH GLACE BAY,Glace Bay,NS,,
HOLY GHOST CHURCH,Sydney,NS,,
HOLY GUARDIAN ANGEL PARISH L'ARDOISE,L'ardoise,NS,,
HOLY NAME PARISH WESTVILLE,Westville,NS,,
HOLY REDEEMER PARISH SYDNEY,Sydney,NS,,
HOLY ROSARY CHURCH SYDNEY,Sydney,NS,,
HOLY TRINITY CHURCH,Middleton,NS,,
HOLY TRINITY CHURCH PARISH OF TANGIER,Halifax County,NS,,
House of Intercessory Prayer Ministries,Halifax,NS,(902)482-7393,http://www.hipm.org
IMMACULATE CONCEPTION CHURCH,Truro,NS,,
IMMACULATE CONCEPTION PARISH,Dartmouth,NS,,
IMMACULATE CONCEPTION PARISH BRIDGEPORT,Dominion,NS,,
IMMACULATE CONCEPTION PARISH HEATHERTON,Heatherton,NS,,
IMMACULATE CONCEPTION PARISH MAIN-A-DIEU,Main-a-Dieu,NS,,
IMMACULATE CONCEPTION PARISH SYDNEY MINES,Sydney Mines,NS,,
IMMACULATE CONCEPTION PARISH WEST ARICHAT,West Arichat,NS,,
IMMACULATE HEART PARISH SYDNEY,Sydney,NS,,
IMMANUEL UNITED BAPTIST CHURCH,Truro,NS,,
INDEPENDENT BAPTIST CHURCH,Clark's Harbour,NS,,
INDIAN HARBOUR LAKE PENTECOSTAL CHURCH,Sherbrooke,NS,,
Indian Harbour Lake Pentecostal Church,Sherbrooke,NS,,
INDIAN HARBOUR UNITED BAPTIST CHURCH,Tantallon,NS,,
INGLEWOOD UNITED BAPTIST CHURCH,Bridgetown,NS,,
INGOMAR WESLEYAN CHURCH,Shelburne,NS,,
INGONISH UNITED CHURCH,Ingonish Beach,NS,,
IONA PRESBYTERIAN CHURCH,Dartmouth,NS,,
ISAAC'S HARBOUR UNITED BAPTIST CHURCH,Isaacs Harbour,NS,,
ISLAND GOSPEL TABERNACLE,Shell Co.,NS,,
Island Gospel Tabernacle,Clam Point,NS,902.745.2204,
JEDDORE UNITED BAPTIST CHURCH,Halifax,NS,,
JOHN CALVIN CHRISTIAN REFORMED CHURCH,Truro,NS,,
JORDAN FALLS UNITED BAPTIST CHURCH,Shelburne,NS,,
Kempt United Baptist,Kempt,NS,9025233035,
KEMPT UNITED BAPTIST CHURCH,Newport Hants County,NS,,
KEMPT UNITED BAPTIST CHURCH,Queens Co.,NS,,
KEMPTVILLE UNITED BAPTIST CHURCH,Kemptville Yarmouth Co,NS,,
KENLOCH PRESBYTERIAN CHURCH,Inverness,NS,,
KENNETCOOK-GORE PASTORAL CHARGE,Kennetcook,NS,,
Kentville Christian Reformed Church,Kentville,NS,(902) 678-6293,
KENTVILLE UNITED BAPTIST CHURCH,Kentville,NS,,
KINGSTON UNITED BAPTIST CHURCH,Kingston,NS,,
KINGSWAY ASSEMBLY,Kentville,NS,902.678.3455,
KIRK MEMORIAL UNITED CHURCH,New Glasgow,NS,,
Knox Presbyterian Church,Baddeck,NS,902-295-2935,
KNOX PRESBYTERIAN CHURCH,Halifax,NS,,
KNOX PRESBYTERIAN CHURCH,Tatamagouche,NS,,
KNOX PRESBYTERIAN CHURCH,New Glasgow,NS,,
KNOX UNITED CHURCH,Glace Bay,NS,,
KNOX UNITED CHURCH,Lower Sackville,NS,,
LAHAVE- NEW DUBLIN PASTORAL CHARGE,Pleasantville,NS,,
LAKE BROOK UNITED BAPTIST CHURCH,Annapolis Co,NS,,
LAKE ECHO FELLOWSHIP BAPTIST CHURCH,Minesville,NS,,
Lake Echo Fellowship Baptist Church,Mineville,NS,902-829-3030,http://www.lakeechobaptist.com
LAKE GEORGE UNITED BAPTIST CHURCH,Yarmouth County,NS,,
LANTZ UNITED CHURCH,Lantz,NS,,
LAWRENCETOWN UNITED BAPTIST CHURCH,Lawrencetown,NS,,
LifeBridge Community Church,Dartmouth,NS,902.446.4664,http://lifebridge.ca/
LifeSong Christian Assembly,Sackville,NS,902.865.2796,http://www.mylifesong.ca/
Light of Messiah - Nova Scotia,Lr Sackville,NS,(902) 252 6918,http://www.themessianiccentre.com
LIGHTHOUSE BAPTIST CHURCH,Yarmouth,NS,,
Lighthouse Of Cape Breton,Glace Bay,NS,902.371.3734,http://web.me.com/davidsawler/real/Lighthouse.html
LITCHFIELD UNITED BAPTIST CHURCH,Annapolis Co,NS,,
LITTLE HARBOUR PRESBYTERIAN CHURCH,New Glasgow,NS,,
LITTLE NARROWS PRESBYTERIAN CHURCH,Orangeville,NS,,
LITTLE RIVER UNITED BAPTIST CHURCH,Oxford Jet,NS,,
LITTLE TANCOOK UNITED BAPTIST CHURCH,Lunenburg Co,NS,,
Live Well Community Church,Digby County,NS,9028342791Main,
LIVERPOOL PASTORAL CHARGE,Liverpool,NS,,
LIVERPOOL UNITED BAPTIST CHURCH,Liverpool,NS,,
LOCHABER UNITED CHURCH,Antigonish,NS,,
LOCKEPORT BAPTIST CHURCH INDEPENDENT,Lockeport,NS,,
LOCKEPORT PASTORAL CHARGE,Lockeport,NS,,
Lockeport Pentecostal Church,Lockeport,NS,902.656.2560,
LOCKEPORT UNITED BAPTIST CHURCH,Lockeport,NS,,
LOCKHARTVILLE UNITED BAPTIST CHURCH,Wolfville,NS,,
LOUISBOURG PASTORAL CHARGE,Louisbourg,NS,,
LOWER FIVE ISLANDS UNITED CHURCH OF CANADA,Lower Five Islands,NS,,
