CHARLESWOOD GOSPEL TEMPLE,Winnipeg,MB,,
CHARLESWOOD MENNONITE CHURCH,Winnipeg,MB,,
CHARLESWOOD UNITED CHURCH,Winnipeg,MB,,
Chief Cornerstone Pentecostal Church,Winnipeg,MB,204.944.8059,http://www.chiefcornerstonechurch.org
CHINESE UNITED CHURCH,Winnipeg,MB,,
CHORTITZER MENNONITE CONFERENCE,Steinbach,MB,,
CHRIST CHURCH,Cartwright,MB,204-523-8947,http://killarneyparishgroup.weebly.com
CHRIST CHURCH,Grandview,MB,,
CHRIST CHURCH,Roblin,MB,,
CHRIST CHURCH,Hamiota,MB,,
CHRIST CHURCH,The Pas,MB,,
CHRIST CHURCH,Melita,MB,,
CHRIST CHURCH,Russell,MB,,
CHRIST CHURCH ANGLICAN,Fort Alexander,MB,,
CHRIST CHURCH BELMONT,Belmont,MB,,
CHRIST FULL GOSPEL FELLOWSHIP,Winklerulee,MB,,
CHRIST LUTHERAN CHURCH,Morden,MB,,
CHRIST LUTHERAN CHURCH,Neepawa,MB,,
CHRIST LUTHERAN CHURCH,Waldersee,MB,12043524087,
CHRIST OUR SAVIOUR CHURCH,Steinbach,MB,,
CHRIST THE KING CHURCH,Stonewall,MB,,
CHRISTIAN AND MISSIONARY ALLIANCE CHURCH,Churchill,MB,,
CHRISTIAN BRETHREN GOSPEL HALL,Selkirk,MB,,
CHRISTIAN CENTRE FELLOWSHIP,Thompson,MB,204-677-4457,
Christian Faith Church,Winkler Mb.,MB,204-331-1282,http://www.cfc.chortitzer.com
CHRISTIAN FELLOWSHIP CHAPEL,Winnipeg,MB,,
CHRISTIAN FELLOWSHIP CHURCH,Bowsman,MB,,
Christian Fellowship Church,Birch River,MB,204-236-4370,
CHRISTIAN LIFE ASSEMBLY,Winnipeg,MB,204.694.6875,http://www.clawinnipeg.org
CHRISTIAN LIFE CENTRE,Brandon,MB,,
CHRISTIAN LIFE CENTRE,Morden,MB,204.822.6209,http://www.clcmorden.org
CHRISTIANS OF EVANGELICAL FAITH OF CANADA,Swan River,MB,,
CHRISTIANS OF EVANGELICAL FAITH OF PORTAGE LA PRAIRIE MANITOBA,Portage La Prairie,MB,,
CHURCH OF CHRIST,Dauphin,MB,,
CHURCH OF CHRIST (CENTRAL CONGREGATION) INC.,Winnipeg,MB,,
CHURCH OF GOD,Rosenort,MB,,
Church of GOD (7th Day) Winnipeg,Winnipeg,MB,,http://mzchurchofgod.gutensite.com/
CHURCH OF GOD (SHERWOOD PARK),Winnipeg,MB,,
CHURCH OF GOD AT MORDEN,Morden,MB,,
CHURCH OF GOD IN CHRIST,Kleefeld,MB,,
CHURCH OF GOD IN CHRIST,Sinclair,MB,,
CHURCH OF GOD IN CHRIST (MENNONITE),Cartwright,MB,,
CHURCH OF GOD IN CHRIST MENNONITE,Beausejour,MB,,
CHURCH OF GOD IN CHRIST MENNONITE,Ste Anne,MB,,
CHURCH OF GOD OF PROPHECY,Winnipeg,MB,,
Church of Nazarene,Brandon,MB,,
CHURCH OF ST MARY THE VIRGIN THE,Brandon,MB,,
CHURCH OF THE ANNUNCIATION (WOODLANDS),Woodlands,MB,,
Church of the Good Shepherd (Anglican),Winnipeg,MB,204-269-2362,http://www.gdshepherd.ca/
CHURCH OF THE OPEN DOOR INC,Winnipeg,MB,,
CHURCH OF THE ROCK INC,Winnipeg,MB,2042610070,http://www.churchoftherock.ca/
CHURCH OF THE WAY,Winnipeg,MB,,
Cities Church,Brandon,MB,2049188562,http://cities.church
CLANDEBOYE AMALGAMATED UNITED CHURCH,Clandeboye,MB,204-738-4313,https://www.facebook.com/ClandeboyeUnitedChurch
CLEARWATER UNITED CHURCH,Clearwater,MB,,
CLOVERDALE UNITED CHURCH,Selkirk,MB,,
COMMUNITY BIBLE CHURCH,Arden,MB,,
Community Bible Fellowship,Swan River,MB,204-734-4829,
COMMUNITY CHRISTIAN CHURCH-CHURCHES OF CHRIST INC,Winnipeg,MB,,
COMMUNITY FELLOWSHIP CHURCH,Newton,MB,,
Community LIife Church,Winnipeg,MB,204.667.6886,
CONFERENCE OF MANITOBA AND NORTHWESTERN ONTARIO UNITED CHURCH OF CANADA,Winnipeg,MB,,
CONGREGATION OF THE CHURCH OF CHRIST,Edwin,MB,,
Cornerstone Alliance Church,Winnipeg,MB,204-256-2444,http://www.cornerstonealliance.ca
CORNERSTONE BAPTIST CHURCH OF WINNIPEG INC,Winnipeg,MB,,
CORNERSTONE BIBLE CHURCH,Steinbach,MB,,
CORNERSTONE COMMUNITY CHURCH,Winnipeg,MB,,
Cornerstone Ministries,Crystal City,MB,204-873-2296,http://www.cornerstoneministries.ca/
Cornerstone Vineyard Christian Fellowship,Winkler,MB,(204) 325-5994,
CORPUS CHRISTI PARISH,Winnipegosis,MB,,
COVENANT CHRISTIAN REFORMED CHURCH,Winnipeg,MB,,
COVENANT MENNONITE CHURCH OF WINKLER INC,Winkler,MB,,
Covenant Reformed Church,Steinbach,MB,,http://www.covreformedchurch.org
CRESCENT-FORT ROUGE UNITED CHURCH,Winnipeg,MB,,
Crestview Fellowship,Winnipeg,MB,204-837-9490,
CRESTVIEW PARK FREE METHODIST CHURCH,Winnipeg,MB,,
CRESTVIEW UNITED CHURCH,Winnipeg,MB,,
CROMER UNITED CHURCH,Cromer,MB,,
Cross Church,Winnipeg,MB,204.632.7322,http://www.crosschurch.ca
Crossover International Church of God-Winnipeg,Winnipeg,MB,204-4704070,http://www.churchofgod.org/
CROSSROADS MENNONITE BRETHREN CHURCH,Winnipeg,MB,,
Crystal City House of Prayer,Crystal City,MB,,
CRYSTAL CITY MENNONITE CHURCH,Crystal City,MB,,
CRYSTAL CITY UNITED CHURCH,Crystal City,MB,,
CT African Church,Winnipeg,MB,204.943.4551,http://www.ctwinnipeg.com
CYPRESS RIVER UNITED CHURCH,Cypress River,MB,,
DARLINGFORD FULL GOSPEL MISSION,Morden,MB,,
DAUPHIN FIRST UNITED CHURCH,Dauphin,MB,,
DAYSPRING FELLOWSHIP INC.,Ste Anne,MB,,
DEER LODGE UNITED CHURCH,Winnipeg,MB,,
DELORAINE EVANGELICAL FREE CHURCH,Deloraine,MB,,
DELORAINE PASTORAL CHARGE,Deloraine,MB,,
DISCIPLES OF PEACE OUTREACH MISSION INC.,Winnipeg,MB,,
DOMINION CITY UNITED CHURCH,Dominion City,MB,,
DONNELLY UNITED CHURCH,Winnipeg,MB,,
DOUGLAS MENNONITE CHURCH INC,Winnipeg,MB,2046687432,http://www.douglasmc.ca/
DOUGLAS UNITED CHURCH,Brandon,MB,,
DUGALD UNITED CHURCH,Dugald,MB,,
EAST KILDONAN BAPTIST CHURCH,Winnipeg,MB,,
EASTGATE CHRISTIAN FELLOWSHIP INC,Winnipeg,MB,,
Ebenezer Christian Church,Brandon,MB,204-726-8179,
EGLISE CATHOLIQUE ROMAINE DE SAINTE MONIQUE,Notre Dame De Lourdes,MB,,
EGLISE DU SACRE-COEUR,Winnipeg,MB,,
ELGIN UNITED CHURCH,Elgin Manitoba,MB,,
ELIM BAPTIST CHURCH,Beausejour,MB,,
Elim Baptist Church,Beausejour,MB,,
ELIM CHAPEL,Melita,MB,204.522.8261,
ELIM CHAPEL FELLOWSHIP,Winnipeg,MB,,
ELIM MENNONITE CHURCH,Grunthal,MB,204-434-6905,http://www.elimmennonite.org
ELIM MENNONITE CHURCH OF NIVERVILLE INC,Niverville,MB,,
ELIM TEMPLE,Manitou,MB,,
ELKHORN GOSPEL FELLOWSHIP,Elkhorn,MB,,
ELMWOOD CHURCH OF THE NAZARENE INCORPORATED,Winnipeg,MB,,
ELMWOOD COMMUNITY REFORMED CHURCH,Winnipeg,MB,,
ELMWOOD MENNONITE BRETHREN CHURCH,Winnipeg,MB,,
EMERSON BAPTIST CHURCH,Ridgeville,MB,,
EMMANUEL ANGLICAN CHURCH,Treherne,MB,,
EMMANUEL BAPTIST CHURCH,Morris,MB,,
EMMANUEL EVANGELICAL FREE CHURCH,Steinbach,MB,,
EMMANUEL FELLOWSHIP INC,Kenville,MB,,
EMMANUEL GOSPEL CHURCH,Lowe Farm,MB,,
EMMANUEL KOREAN CHURCH INC,Winnipeg,MB,,
EMMANUEL LUTHERAN CHURCH,Emerson,MB,,
EMMANUEL MENNONITE CHURCH INC,Winkler,MB,2043254710,http://www.winkleremmanuel.com
EMMANUEL UNITED PENTECOSTAL CHURCH,Winnipeg,MB,,
Emmaus Bible Church,Winkler,MB,204-331-3275,http://febc.ca
EPIPHANY LUTHERN CHURCH,Winnipeg,MB,,
ERICKSON LUTHERAN CHURCH,Erickson,MB,,
ERIKSDALE EVANGELICAL FREE CHURCH INC,Eriksdale,MB,,
Ethelbert Grace Bible Church,Ethelbert,MB,204-742-3590,
ETHELBERT UNITED CHURCH,Ethelbert,MB,,
Evangel Chapel,Winnipeg,MB,204.257.0143,http://www.evangelchapel.ca
EVANGELICAL ANABAPTIST FELLOWSHIP MANITOBA INC.,Winnipeg,MB,,
EVANGELICAL COVENANT CHURCH OF CANADA,Winnipeg,MB,,
EVANGELICAL FELLOWSHIP CHURCH,Steinbach,MB,204-326-9028,http://www.efchurch.ca
EVANGELICAL FREE CHURCH OF CARBERRY,Carberry,MB,,
EVANGELICAL LUTHERAN CHURCH IN CANADA,Winnipeg,MB,,
EVANGELICAL LUTHERAN CHURCH OF SELKIRK,Selkirk,MB,,
EVANGELICAL LUTHERAN CHURCH OF THE CROSS,Winnipeg,MB,,
EVANGELICAL MENNONITE BRETHREN CHURCH,Grunthal,MB,,
EVANGELICAL MENNONITE CHURCH,Steinbach,MB,204-326-6572,http://www.emchurch.com
EVANGELICAL MENNONITE CHURCH OF PLEASANT VALLEY,Morris,MB,,
EVANGELICAL MENNONITE MISSION CHURCH OF MORDEN,Morden,MB,,
EVANGELICAL MENNONITE MISSION CONFERENCE,Austin,MB,,
EVANGELICAL MENNONITE MISSION CONFERENCE OF CANADA ',Winnipeg,MB,,
Fairford Sanctuary,Fairford,MB,,
FAITH AND LIFE COMMUNITY SERVICES,Winkler,MB,,
FAITH BAPTIST CHURCH OF WINNIPEG INC,Winnipeg,MB,,
FAITH CHURCH OF LOVE IN CHRIST JESUS,Winnipeg,MB,,
FAITH COVENANT CHURCH INC,Winnipeg,MB,(204) 261-6163,
Faith Evangelical Bible Church,Winkler,MB,204-325-7597,http://febc.ca
Faith Fellowship Baptist Church,Brandon,MB,2047289702,http://www.faithfellowshipbrandon.com
FAITH LUTHERAN CHURCH,Winnipeg,MB,,
FAITH TEMPLE,Winnipeg,MB,,
Family Worship Centre,Boissevain,MB,204.534.6134,http://brian@fwcboissevain.com
Family Worship Centre,Grandview,MB,204.546.3249,
FILIPINO EVANGELICAL CHURCH,Winnipeg,MB,,
FILIPINO UNITED COMMUNITY CHURCH INC,Winnipeg,MB,,
FIRST ALLIANCE CHURCH,Winnipeg,MB,,
FIRST BAPTIST CHURCH,Dauphin,MB,,
FIRST BAPTIST CHURCH,Thompson,MB,,
FIRST BAPTIST CHURCH,Minitonas,MB,,
FIRST BAPTIST CHURCH,Swan River,MB,,
FIRST BAPTIST CHURCH,Brandon,MB,,
FIRST BAPTIST CHURCH,Flin Flon,MB,,
FIRST BAPTIST CHURCH,Steinbach,MB,,
FIRST BAPTIST CHURCH,Portage La Prairie,MB,,
FIRST CHRISTIAN REFORMED CHURCH,Brandon,MB,,
FIRST CZECHOSLOVAK BAPTIST CHURCH,Minitonas,MB,,
FIRST ENGLISH EVANGELICAL LUTHERAN CHURCH OF WINNIPEG,Winnipeg,MB,,
FIRST MENNONITE CHURCH OF WINNIPEG,Winnipeg,MB,,
FIRST NATION'S PENTECOSTAL CHURCHES INC,Winnipeg,MB,,
FIRST PRESBYTERIAN CHURCH,Portage La Prairie,MB,,
FIRST PRESBYTERIAN CHURCH,Winnipeg,MB,,
FIRST PRESBYTERIAN CHURCH,Brandon,MB,,
FLIN FLON ALLIANCE CHURCH,Flin Flon,MB,,
FLIN FLON MENNONITE BRETHREN CHURCH,Flin Flon,MB,,
Flin Flon Pentecostal Church,Flin Flon,MB,204.687.4596,
Flowing Rivers of Eternal Life,Winnipeg,MB,,
Fort Garry Evangelical Mennonite Church,Winnipeg,MB,204-261-1084,http://www.fortgarryemc.ca
FORT GARRY MENNONITE BRETHREN CHURCH,Winnipeg,MB,,
FORT GARRY MENNONITE FELLOWSHIP,Winnipeg,MB,,
FORT GARRY UNITED CHURCH,Winnipeg,MB,,
Fort Island Sanctuary,Norway House,MB,,
FORT RICHMOND ASSEMBLY,Winnipeg,MB,,
FORT RICHMOND BAPTIST CHURCH INCORPORATED,Winnipeg,MB,,
FOURTH AVENUE BIBLE CHURCH,Niverville,MB,,
FREE METHODIST CHURCH IN CANADA,Roblin,MB,,
Freedom Ministries,Pelican Rapids,MB,,
FRIKIRKJU LUTHERAN CHURCH,Cypress River,MB,,
FULL GOSPEL CHAPEL,Steinbach,MB,,
FULL GOSPEL MISSION,Gilbert Plains,MB,204.548.2804,
Garden Hill Pentecostal Chapel,Island Lake,MB,,
GARDEN PARK BAPTIST CHURCH,Winnipeg,MB,,
Gateway Bible Baptist Church,Thompson,MB,204-677-3000,http://www.Gatewaybiblebaptistchurch.ca
GATEWAY CHRISTIAN COMMUNITY INC,Winnipeg,MB,,
GERMAN CHURCH OF GOD,Winnipeg,MB,,
GERMAN CHURCH OF GOD,Steinbach,MB,,
GERMAN MENNONITE BRETHREN CHURCH,Winkler,MB,,
GETHSEMANE LUTHERAN CHURCH,Inwood,MB,,
GILBERT PLAINS PASTORAL CHARGE,Gilbert Plains,MB,,
GILLAM GOSPEL MISSION,Gillam,MB,,
GIMLI LUTHERAN CHURCH,Gimli,MB,,
Gladstone Christian Fellowship,Gladstone,MB,204-385-2915,
GLADSTONE PASTORAL CHARGE,Gladstone,MB,,
Glenboro Bible Chapel,Glenboro,MB,204-827-2622,
GLENBORO LUTHERAN CHURCH,Glenboro,MB,,
GLENBORO PASTORAL CHARGE,Glenboro,MB,,
GLENCROSS MENNONITE CHURCH,Morden,MB,,
GLENLEA MENNONITE CHURCH,Winnipeg,MB,,
GLORIA DEI LUTHERAN CHURCH INCORPORATED,Winnipeg,MB,,
Good News Community Church,Steinbach,MB,,http://www.gncchurch.com
GOOD NEWS FELLOWSHIP CHRISTIAN REFORMED CHURCH INC,Winnipeg,MB,204-254-1129,
GOOD NEWS MENNONITE CHURCH INC,Winnipeg,MB,,
GOOD NEWS TABERNACLE,Leaf Rapids,MB,,
GOOD SHEPHERD LUTHERAN CHURCH,Selkirk,MB,,
GOOD SHEPHERD PARISH,Portage La Prairie,MB,,
GOODLANDS UNITED CHURCH,Goodlands,MB,,
GORDON-KING MEMORIAL UNITED CHURCH,Winnipeg,MB,,
GOSPEL FELLOWSHIP CHURCH,Steinbach,MB,,
GOSPEL MENNONITE CHURCH,Winnipeg,MB,,
Gospel Mission Church,Winkler,MB,2043256388,http://gmchurch.ca
GOSPEL TABERNACLE,Altona,MB,,
GRACE BAPTIST CHURCH,Selkirk,MB,,
GRACE BAPTIST CHURCH,Ste Rose Du Lac,MB,,
Grace Bible Church,Dauphin,MB,204-638-4911,
GRACE BIBLE CHURCH OF WINNIPEG,Winnipeg,MB,,
Grace Canadian Reformed Church,Winnipeg,MB,,http://grace.futuragts.com/
GRACE CHAPEL INC,Winnipeg,MB,,
GRACE CHURCH OF THE MENNONITE BRETHREN,Cranberry Portage,MB,,
Grace Community Church,Winnipeg,MB,204.895.1210,http://gracecommunitychurch.ca
GRACE ENGLISH LUTHERAN CHURCH,Brandon,MB,,
GRACE EVANGELICAL LUTHERAN CHURCH,Langruth,MB,,
GRACE EVANGELICAL LUTHERAN CHURCH,Russell,MB,,
GRACE FELLOWSHIP CHURCH INC,Macgregor,MB,,
GRACE LUTHERAN CHURCH,Winnipeg,MB,,
GRACE LUTHERAN CHURCH,Ashern,MB,,
GRACE LUTHERAN CHURCH,Beausejour,MB,,
GRACE LUTHERAN CHURCH,Carman,MB,,
GRACE MENNONITE CHURCH,Steinbach,MB,,
GRACE MENNONITE CHURCH,Winkler,MB,204-325-8884,Http://www.gracechurchwinkler.com
GRACE MENNONITE CHURCH,Brandon,MB,204-728-4515,
Grain of Wheat Church Community,Winnipeg,MB,,http://www.grainofwheat.ca
GRAND VALLEY COMMUNITY CHURCH,Brandon,MB,,
GRANDVIEW CHURCH OF GOD IN CHRISTMENNONITE,Grandview,MB,,
GRANDVIEW FAMILY WORSHIP CENTRE,Grandview,MB,,
GRANDVIEW FREE METHODIST CHURCH,Grandview,MB,,
GRANDVIEW UNITED CHURCH,Grandview,MB,,
GRANT MEMORIAL BAPTIST CHURCH,Winnipeg,MB,,http://www.grantmemorial.mb.ca/
GRAYSVILLE MENNONITE CHURCH,Stephenfield,MB,,
GREENRIDGE UNITED CHURCH,Woodmore,MB,,
GREY STREET UNITED CHURCH,Winnipeg,MB,,
GRISWOLD UNITED CHURCH,Griswold,MB,,
GROSSE ISLE UNITED CHURCH,Grosse Isle,MB,,
GRUNTHAL ABUNDANT LIFE FELLOWSHIP INC,Grunthal,MB,,
GRUNTHAL BERGTHALER MENNONITE CHURCH,Grunthal,MB,,
GRUNTHAL CHRISTIAN FELLOWSHIP TABERNACLE,Grunthal,MB,,
GUARDIAN ANGELS CHURCH,Gilbert Plains,MB,,
Gull Lake Gospel Church,Selkirk,MB,,
HAMIOTA PENTECOSTAL CHURCH,Hamiota,MB,204.764.2648,
HAMIOTA UNITED CHURCH,Hamiota,MB,,
HARROW UNITED CHURCH,Winnipeg,MB,,
Hartney Old English Church,Hartney,MB,204 741 9003,
HARTNEY UNITED CHURCH,Hartney,MB,,
Heartland Community Church,Landmark,MB,204-355-4690,
HELLENIC GREEK ORTHODOX CHURCH OF WINNIPEG INC,Winnipeg,MB,,
HERITAGE CHRISTIAN FELLOWSHIP INC.,Winnipeg,MB,,
HIGH BLUFF UNITED CHURCH,High Bluff,MB,,
HIGHWAY TABERNACLE,Portage La Prairie,MB,204.857.6928,http://portage.paoc.net
HILLTOP BAPTIST CHURCH,Erickson,MB,,
HODGSON BIBLE CHURCH,Hodgson,MB,,
HOLLAND UNITED CHURCH,Holland,MB,,
HOLY CROSS LATVIAN EVANGELICAL LUTHERAN CHURCH,Winnipeg,MB,,
HOLY CROSS LUTHERAN CHURCH,Dugald,MB,,
HOLY EUCHARIST UKRAINIAN CATHOLIC PARISH,Selkirk,MB,,
HOLY EUCHARIST UKRAINIAN CATHOLIC PARISH,Winnipeg,MB,,
HOLY FAMILY CHURCH,Swan River,MB,,
HOLY FAMILY UKRAINIAN CATHOLIC PARISH,Winnipeg,MB,,
HOLY GHOST CHURCH,Winnipeg,MB,,
HOLY GHOST UKRAINIAN CATHOLIC PARISH,Beausejour,MB,,
HOLY GHOST UKRAINIAN CATHOLIC PARISH,Sandy Lake,MB,,
HOLY GHOST UKRAINIAN CATHOLIC PARISH,Winnipeg,MB,,
HOLY ROSARY CHURCH,Winnipeg,MB,,
Holy Temple WorldWide Ministries,Winnipeg,MB,204-930-5632,http://plus.google.com/118414818430875855711/about
HOLY TRINITY ANGLICAN CHURCH,Killarney,MB,204-523-8947,http://killarneyparishgroup.weebly.com
HOLY TRINITY CHURCH,Headingley,MB,,
HOLY TRINITY CHURCH,Winnipeg,MB,,
HOLY TRINITY CHURCH,Miniota,MB,,
HOLY TRINITY UKRAINIAN GREEK ORTHODOX CHURCH,Vita,MB,,
HOME STREET MENNONITE CHURCH,Winnipeg,MB,,
HOMEWOOD MENNONITE CHURCH,Carman,MB,,
HOPE CENTRE CHRISTIAN REFORMED CHURCH,Winnipeg,MB,,
HOPE CENTRE INC,Winnipeg,MB,,
Hope Church Blumenort,Blumenort,MB,,https://hopeblumenort.ca/
