ASSEMBLEE EVANGELIQUE BAPTISTE NEPISIGUIT INC,Dunlop,NB,,
ASSUMPTION PARISH,Saint John,NB,,
ASSUMPTION PARISH,Plaster Rock,NB,,
ATLANTIC DISTRICT OF THE WESLEYAN CHURCH,Moncton,NB,,
AYLMER MARANATHA FULL GOSPEL FELLOWSHIP,Wickham,NB,,
BACK BAY CHURCH OF CHRIST OR CHRISTIAN CHURCH,Back Bay,NB,,
BALTIMORE UNITED BAPTIST CHURCH,Hillsborough,NB,,
BARNESVILLE PRESBYTERIAN CHURCH,Barnesville,NB,,
BARNESVILLE SEVENTH-DAY ADVENTIST CHURCH,Upham,NB,,
BATH UNITED BAPTIST CHURCH,Beechwood,NB,,
BATHURST PASTORAL CHARGE,Bathurst,NB,,
BAYSIDE UNITED BAPTIST CHURCH,Bayside,NB,,
Bayview Pentecostal Church,New Bandon,NB,506.546.3057,
BAYVIEW UNITED BAPTIST CHURCH,Bathurst,NB,,
BEAR ISLAND UNITED BAPTIST CHURCH,Bear Island,NB,,
BEAVER HARBOUR UNITED BAPTIST CHURCH,Beaver Harbour,NB,,
BEECHWOOD UNITED BAPTIST CHURCH,Maplehust,NB,,
BELLEISLE CREEK BAPTIST CHURCH,Belleisle Creek,NB,,
BERRY MILLS UNITED BAPTIST CHURCH,Berry Mills,NB,,
BETHANY INDEPENDENT BAPTIST CHURCH INC,Little Lepreau,NB,,
BETHANY LUTHERAN CHURCH,New Denmark,NB,,
BETHANY PENTECOSTAL CHURCH,Saint John,NB,,
Bethel Baptist Church,Pine Glen,NB,506-387-4022,http://bethelbaptistpineglen.ca
BETHEL BAPTIST CHURCH INDEPENDENT,Minto,NB,,
BETHEL BAPTIST CHURCH OF PINE GLEN INC,Pine Glen,NB,,
BETHEL FULL GOSPEL FELLOWSHIP INC,Mill Cove,NB,,
BETHEL PENTECOSTAL ASSEMBLY,Woodstock,NB,506.328.2872,
BETHEL PENTECOSTAL CHURCH,Mill Cove,NB,,
BETHEL PRESBYTERIAN CHURCH,Riverview,NB,,
BETHEL UNITED CHURCH,Miramichi,NB,,
BLISSFIELD UNITED BAPTIST CHURCH,Blissfield,NB,,
BLISSVILLE UNITED BAPTIST CHURCH,Hoyt,NB,,
BOCABEC UNITED CHURCH,Bocabec,NB,,
BOIESTOWN PASTORAL CHARGE,Ludlow,NB,,
BOIESTOWN PENTECOSTAL CHURCH INC,Boiestown,NB,,
Boom Road Pentecostal Church,Boom Road,NB,506.836.2609,
BRENTWOOD UNITED BAPTIST CHURCH,Moncton,NB,,
BRISTOL UNITED BAPTIST CHURCH,Bristol,NB,,
BROOKVILLE UNITED CHURCH,Saint John,NB,,
BRUNSWICK STREET UNITED BAPTIST CHURCH,Fredericton,NB,,
BURTTS CORNER CHURCH OF CHRIST INC,Burtts Corner,NB,,
BURTTS CORNER UNITED BAPTIST CHURCH,York County,NB,,
BYNON MEMORIAL UNITED BAPTIST CHURCH,Canaan Station,NB,,
C.L.C. MINISTRIES,Saint John W.,NB,506-367-OOO7,
CALHOUN UNITED BAPTIST CHURCH,Meadowbrook,NB,,
CALVARY BAPTIST CHURCH,Miramichi,NB,,
CALVARY BAPTIST CHURCH INDEPENDENT,Fredericton,NB,,
CALVARY BAPTIST CHURCH INDEPENDENT,Moncton,NB,,
CALVARY PENTECOSTAL CHURCH,Sussex,NB,,
CALVARY PENTECOSTAL LIGHTHOUSE INC,Hoyt,NB,,
CALVARY TABERNACLE INC,Perth Andover,NB,,
CALVARY TEMPLE,Saint John,NB,506.634.1688,http://www.calvarytemplesj.com/
CALVARY UNITED BAPTIST FRANCISM MCLEAN MEMORIAL CHURCH,Blacks Harbour,NB,,
CALVARY UNITED PENTECOSTAL CHURCH,Woodstock,NB,,
CALVARY UNITED PENTECOSTAL CHURCH,Salisbury,NB,,
CALVIN PRESBYTERIAN CHURCH,Chatham,NB,,
CAMBRIDGE SECOND UNITED BAPTIST CHURCH,Codys,NB,,
CANADA ATLANTIC DISTRICT CHURCH OF THE NAZARENE,Moncton,NB,,
CARLTON-KIRK UNITED CHURCH,Saint John,NB,,
CARROLL'S UNITED BAPTIST CHURCH,Doaktown,NB,,
CASSIDY LAKE CENTRE OF THE SAINT JOHN PRESBYTERY OF THE UNITED CHURCH OF CANADA INC,Rothesay,NB,,
CASTALIA UNITED BAPTIST CHURCH,Grand Manan,NB,,
CATHEDRAL OF THE IMMACULATE CONCEPTION,Saint John,NB,,
CATHEDRALE DE L'IMMACULEE-CONCEPTION,Edmundston,NB,,
CATHEDRALE DU SACRE-COEUR,Bathurst,NB,,
CATHEDRALE N D DE L'ASSOMPTION,Moncton,NB,,
CENTENARY QUEEN SQUARE UNITED CHURCH,Saint John,NB,,
CENTRAL NORTON UNITED BAPTIST CHURCH,Bloomfield,NB,,
CENTRAL UNITED CHURCH,Moncton,NB,,
CENTRAL WESLEYAN CHURCH,Grand Manan,NB,,
CENTRAL WICKHAM BAPTIST CHURCHINC,Wickham,NB,,
CENTRE CHRETIEN EVANGELIQUE,Beresford,NB,506.547.0988,
CENTRE DE LA NOUVELLE VIE,Grand Falls,NB,506.473.5804,
Centre Nouvelle Vie,Shediac,NB,506.532.2836,
CENTREVILLE BAPTIST CHURCH,Centreville,NB,(506) 276-3290,
CENTREVILLE PASTORAL CHARGE,Centreville,NB,,
CHANCE HARBOUR UNITED BAPTIST CHURCH,Chance Harbour,NB,,
CHAPEL OF THE LIVING WATER,Tracy,NB,,
CHERRYFIELD UNITED BAPTIST CHURCH,Stilesville,NB,,
CHIPMAN FIRST UNITED BAPTIST CHURCH,Chipman,NB,,
CHIPMAN SECOND UNITED BAPTIST CHURCH,Chipman,NB,,
CHRIST CHURCH CORPORATION,Fredericton,NB,,
CHRIST CHURCH ELMSVILLE,Elmsville,NB,,
CHRISTIAN CENTRE CHURCH,Zealand,NB,,
CHRISTIAN LIFE CENTER,Chipman,NB,,
CHRISTIAN RESOURCE CENTRE (FREDERICTON) INC,Hanwell,NB,,
CHRISTIANS GATHERED IN THE NAME OF OUR LORD JESUS CHRIST COMMONLY KNOWN AS BRETH,Keswick Ridge,NB,,
CHRISTIANS GATHERED IN THE NAME OF THE LORD JESUS CHRIST KNOWN AS CHRISTIAN BRETHREN,Moncton,NB,,
CHURCH OF CHRIST,Lords Cove,NB,,
CHURCH OF CHRIST,Scoudouc,NB,,
CHURCH OF CHRIST AT ST GEORGE,St. George,NB,,
CHURCH OF CHRIST DORN RIDGE,Burtts Corner,NB,,
CHURCH OF ST JAMES THE LESS,Rothesay,NB,,
CHURCH OF THE GOOD SHEPHERD,Saint John W.,NB,506 635 8145,http://www.goodshepherd.ca
Church of the Nazarene,Fredericton,NB,505-452-0225,
Church of the Nazarene,Fredericton,NB,505-452-0225,
CLOVERDALE UNION CHURCH,Cloverdale,NB,,
COLDSTREAM UNITED BAPTIST CHURCH,Coldstream,NB,,
COLE'S ISLAND UNITED BAPTIST CHURCH,Youngs Cove,NB,,
Coles Island Pentecostal Church,Coles Island,NB,506.362.1249,
Collina Baptist,Collina,NB,5064334855,
COLLINA UNITED BAPTIST CHURCH,Lower Millstream,NB,,
COLPITTS UNITED CHURCH,Riverview,NB,,
COMMUNAUTE CHRETIENNE DU CARREFOUR BEAUSOLEIL,Miramichi,NB,,
CORNERSTONE PENTECOSTAL CHURCH INC,Fredericton,NB,,
CORPORATION OF CHRIST CHURCH (ANGLICAN),Woodstock,NB,,
CORPORATION OF ST THOMAS CHURCH,Stanley,NB,,
CORPORATION OF THE ANGLICAN PARISH OF GAGETOWN,Gagetown,NB,,
CORPORATION OF TRINITY CHURCH,Saint John,NB,,
COVENANT REFORMED PRESBYTERIAN CHURCH OF NEWCASTLE INC,Miramichi,NB,,
COVERDALE UNITED CHURCH,Riverview,NB,,
CRESCENT VALLEY GOSPEL CENTRE,Saint John,NB,,
CROSS CREEK BAPTIST CHURCH INC,Cross Creek,NB,,
CROSS ROADS CATHEDRAL INC,Saint John,NB,,
CUMBERLAND BAY BAPTIST CHURCH,Cumberland Bay,NB,,
CURRYVILLE UNITED CHURCH,Curryville,NB,,
DALHOUSIE PASTORAL CHARGE,Point La Nim,NB,,
DAWSON SETTLEMENT UNITED BAPTIST CHURCH,Dawson Sett,NB,,
DEVON PARK BAPTIST CHURCH,Fredericton,NB,,
DIPPER HARBOUR UNITED BAPTIST CHURCH,Dipper Harbour,NB,,
DOAKTOWN PASTORAL CHARGE,Doaktown,NB,,
DORCHESTER UNITED CHURCH,Dorchester,NB,,
DOUGLAS AVENUE CHRISTIAN CHURCH,Saint John,NB,,
DOUGLAS UNITED BAPTIST CHURCH,Fredericton,NB,,
DOUGLASTOWN PASTORAL CHARGE,Miramichi,NB,,
DOVER UNITED BAPTIST CHURCH,Memramcook,NB,,
DOW SETTLEMENT UNITED BAPTIST CHURCH,Dow Settlement,NB,,
DUNDAS UNITED BAPTIST CHURCH,Irishtown,NB,,
DUTCH VALLEY UNITED BAPTIST CHURCH,Sussex Corner,NB,,
EDITH AVENUE UNITED BAPTIST CHURCH,Saint John East,NB,,
EEL RIVER LAKE UNITED BAPTIST CHURCH,North Lake,NB,,
EGLISE APOSTOLIQUE DE JESUS-CHRIST INC,St. Anne-Madaw,NB,,
EGLISE BAPTISTE CHALEUR,Atholville,NB,5067533887,
EGLISE BAPTISTE EVANGELIQUE DE GRAND-SAULT,Grand Sault,NB,,
EGLISE BAPTISTE FRANCAISE DE MONCTON,Moncton,NB,,
EGLISE BAPTISTE FRANCAISE DE RICHIBOUCTOU,Richibucto,NB,,
Eglise Chretienne De Pentecote,Edmundston,NB,506.739.9280,
EGLISE CHRETIENNE EVANGELIQUE BAPTISTE DE TRACADIE INC,St. Irenee,NB,,
Eglise Du Plein Evangile,Bouctouche,NB,506.743.8162,
Eglise Du Saint-Esprit,Edmundston,NB,506-735-5843,http://www.eglisedusaintesprit.com
Eglise Evangelique De La Pentecote,Pokemouche,NB,506.727.5053,http://eglisepentecote.synthasite.com/
Eglise Nouvelle Esperance,Dieppe,NB,506.384.7894,http://www.nouvelleesperance.ca
ELGIN FIRST UNITED BAPTIST CHURCH,Elgin,NB,,
ELGIN SECOND UNITED BAPTIST CHURCH,Parkindale,NB,,
ELGIN THIRD UNITED BAPTIST CHURCH,Riverview,NB,,
EMMANUEL BAPTIST CHURCH,Moncton,NB,506-853-7339,http://emmanuelbaptistchurch.ca
EMMANUEL CHURCH,Windsor,NB,,
ERB'S COVE UNITED BAPTIST CHURCH,Erb's Cove,NB,,
EVANGEL ASSEMBLY,Sussex,NB,506.433.1476,http://evangelsussex.ca
EVANGEL PENTECOSTAL ASSEMBLY,Fredericton,NB,506.472.4367,http://evangelnb.ca
Evangel Pentecostal Assembly,Simonds,NB,506.375.4730,http://www.evangelhartland.com/
EVANGEL PENTECOSTAL CHURCH,Bathurst,NB,506.546.2172,
FAIRFIELD UNITED BAPTIST CHURCH,Fairfield,NB,506-833-4503,http://www.stmartinsbaptist.blogspot.ca/
FAIRHAVEN UNITED BAPTIST CHURCH,Fairhaven,NB,,
FAITH ASSEMBLY (MONCTON) INC,Moncton,NB,,
FAITH UNITED BAPTIST CHURCH,New Maryland,NB,,
FAMILY WORSHIP CENTER / APOSTOLIC PENTECOSTAL CHURCH,Plaster Rock,NB,(506) 356-8690,http://www.familyworship.ca
FERGUSON PRESBYTERIAN CHURCH,Derby,NB,,
FIRST BAPTIST CHURCH CAMPBELLTON N B,Campbellton,NB,,
FIRST BIBLE BAPTIST CHURCH,Quispamsis,NB,,
FIRST CAMBRIDGE UNITED BAPTIST CHURCH,Lower Cambridge,NB,,
FIRST CHURCH OF THE NAZARENE,Moncton,NB,506 858-9308,http://monctonfirst.com
FIRST HARVEY UNITED BAPTIST CHURCH,Harvey on the Bay,NB,,
FIRST KINGSCLEAR UNITED BAPTIST CHURCH,Island View,NB,,
FIRST LANCASTER UNITED BAPTIST CHURCH,Saint John,NB,,
First Moncton United Baptist Church,Moncton,NB,506-857-1113,http://www.firstmoncton.com
FIRST PENTECOSTAL CHURCH (DOAKTOWN) INC,Doaktown,NB,,
FIRST REVIVAL PENTECOSTAL CHURCH INC,Upper Queensbury,NB,,
FIRST UNITED BAPTIST CHURCH,Dorchester,NB,,
FIRST UNITED CHURCH,Campbellton,NB,,
FIRST UNITED CHURCH,Murray Corner,NB,,
FIRST UNITED PENTECOSTAL CHURCH OF NOONAN,Noonan,NB,,
FIRST WESLEYAN CHURCH,Fredericton,NB,,
FIRST WESLEYAN CHURCH,Saint John,NB,,
FIVE POINTS UNITED BAPTIST CHURCH,Upper Coverdale,NB,,
FLORENCEVILLE PASTORAL CHARGE,Florenceville,NB,,
FLORENCEVILLE UNITED BAPTIST CHURCH,Florenceville,NB,,
FOREST CITY UNITED BAPTIST CHURCH,Forest City,NB,,
FOREST GLEN UNITED BAPTIST CHURCH,Elgin,NB,,
FOREST HILL PASTORAL CHARGE,Fredericton,NB,,
FOREST HILLS UNITED BAPTIST CHURCH,Saint John,NB,,
FOSTERVILLE UNITED BAPTIST CHURCH,Fosterville,NB,,
Fredericton Christian Reformed Church,Fredericton,NB,5064726450,http://www.frederictoncrc.com
Fredericton Church of the Nazarene,Fredericton,NB,(506) 442-1682,http://www.frednaz.ca
Fredericton Church of the Nazarene,Fredericton,NB,506-452-0225,http://frederictonnazarene.com/
FREDERICTON JUNCTION UNITED BAPTIST CHURCH,Fredericton Junction,NB,,
Fredericton Korean Church,Fredericton,NB,506 455 1212,http://none
FREDERICTON SEVENTH DAY ADVENTIST CHURCH,Fredericton,NB,,
FREE WILL BAPTIST CHURCH OF BRISTOL,Bristol,NB,,
FREE WILL BAPTIST CHURCH OF HOLMESVILLE,Bath,NB,,
FREE WILL BAPTIST CHURCH OF LANSDOWNE,Peel,NB,,
FREE WILL BAPTIST CHURCH OF LERWICK,Tilley,NB,,
FREE WILL BAPTIST CHURCH OF PLASTER ROCK,Plaster Rock,NB,,
FREE WILL BAPTIST CHURCH OF STICKNEY,Stickney Carleton Co,NB,,
FREE WILL BAPTIST CHURCH OF UPPER BRIGHTON,Upper Brighton,NB,,
FREE WILL BAPTIST CHURCH OF WAKEFIELD,Wakefield,NB,,
FREE WILL BAPTIST CHURCH OF WILMOT,Mount Delight,NB,,
FRENCH LAKE UNITED BAPTIST CHURCH,French Lake,NB,,
FULL GOSPEL ASSEMBLY,Saint John,NB,,
Full Gospel Assembly,Kiillam's Mills,NB,506.756.8436,http://www.fullgospelassembly.ca/Home.html
Full Gospel Assembly- (Church By Design),Saint John,NB,506 633-4956,http://www.fullgospel.ca
FULL GOSPEL CHAPEL,Chaplin Island Rd,NB,,
Full Gospel Church,Cumberland Bay,NB,506-863-8377,http://full gospel church of cumberland bay (facebook)
Full Gospel Country Church,Nash Creek,NB,506.237.5940,
FULL GOSPEL PENTECOSTAL CHURCH OF NEW ZION INC,New Zion,NB,,
FUNDAMENTAL BAPTIST CHURCH,Chipman,NB,,
Gateway Assembly,Campbellton,NB,506.753.4612,
GEARY UNITED BAPTIST CHURCH,Geary,NB,,
GERMAIN STREET UNITED BAPTIST CHURCH,Saint John,NB,,
GIBSON MEMORIAL UNITED CHURCH,Fredericton,NB,,
Glad Tidings Pentecostal Church,Moncton,NB,506.858.1016,http://www.gtmoncton.com/
GLASSVILLE-JUNIPER PASTORAL CHARGE,Divide,NB,,
GOOD SHEPHERD EVANGELICAL LUTHERAN CHURCH MONCTON N B,Moncton,NB,,
Gospel Light Baptist Church,Bathurst,NB,506-350-1611,http://www.gospellightbathurst.org
GRACE BAPTIST CHURCH INC,Good Corner,NB,,
GRACE CHRISTIAN FELLOWSHIP INC,Miramichi,NB,,
Grace Memorial Baptist Church,Fredericton,NB,506-458-8527,http://www.grace.nb.ca
GRACE PRESBYTERIAN CHURCH,Millerton,NB,,
GRAFTON UNITED BAPTIST CHURCH,Grafton,NB,,
GRAND BAY UNITED BAPTIST CHURCH,Grand Bay-Westfield,NB,,
GRAND HARBOUR UNITED BAPTIST CHURCH,Grand Manan,NB,,
GRANGEVILLE UNITED BAPTIST CHURCH,Harcourt,NB,,
GREENOCK PRESBYTERIAN CHURCH,St. Andrews,NB,,
GREENWOOD DRIVE UNITED BAPTIST CHURCH INC,Fredericton,NB,,
GUNNINGSVILLE UNITED BAPTIST CHURCH,Riverview,NB,,
HAMPSTEAD FIRST UNITED BAPTIST CHURCH,Central Hampstead,NB,,
HAMPTON UNITED BAPTIST CHURCH INC,Hampton,NB,,
HAMPTON UNITED CHURCH,Hampton,NB,,
HANWELL BAPTIST CHURCH,Hanwell,NB,,
HARRISVILLE UNITED PROTESTANT CHURCH,Moncton,NB,,
HARTLAND UNITED BAPTIST CHURCH,Hartland,NB,,
HARTLAND WESLEYAN CHURCH,Hartland,NB,,
HARTLAND-JACKSONVILLE PASTORAL CHARGE,Jacksonville,NB,,
HARVEY GOSPEL LIGHTHOUSE INC,Harvey York Co,NB,,
HARVEY SEVENTH-DAY ADVENTIST CHURCH,Harvey Station,NB,,
HARVEY STATION PASTORAL CHARGE,Harvey Station,NB,,
HARVEY UNITED BAPTIST CHURCH,Harvey York County,NB,,
HATFIELD POINT BAPTIST CHURCH,Kars,NB,,
HAVELOCK UNITED BAPTIST CHURCH,Havelock,NB,,
HAVELOCK WESLEYAN CHURCH,Steeves Settlement,NB,,
HEAD OF MILLSTREAM UNITED BAPTIST CHURCH,Head of Millstream,NB,,
HIGHFIELD STREET UNITED BAPTIST CHURCH,Moncton,NB,,
HILLCREST UNITED BAPTIST CHURCH INC.,Saint John,NB,,
HILLGROVE UNITED BAPTIST CHURCH,Petitcodiac,NB,,
Hillsborough Baptist Church,Hillsborough,NB,506-734-2379,http://hillsboroughbaptist.org/
HILLSBOROUGH BAPTIST CHURCH,Hillsborough,NB,506-734-2379,http://hillsboroughbaptist.org/
HILLSBOROUGH UNITED CHURCH OF CANADA,Hillsborough,NB,,
HILLSBOROUGH UNITED PENTECOSTAL CHURCH,Weldon,NB,,
HILLSIDE UNITED BAPTIST CHURCH OF MONCTON,Moncton,NB,,
HOLY FAMILY PARISH,Fredericton,NB,,
HOLY FAMILY PARISH,Moncton,NB,,
HOLY GHOST CHURCH,Riverside-Albert,NB,506-386-6178,http://www.setmoncton.com/holy-ghost-church
HOLY ROSARY PARISH,Minto,NB,,
HOLY ROSARY PARISH,St. Stephen,NB,,
HOLY ROSARY- ST VINCENT PARISH,Sackville,NB,,
Holy Trinity Anglican Church,Blackville,NB,506 843 6022,http://www.crosspurposes.ca
HOLY TRINITY PARISH,Saint John,NB,,
HONEYDALE PENTECOSTAL CHURCH,Moore's Mills,NB,,
HOPE EVANGELICAL LUTHERAN CHURCH,Saint John,NB,(506) 652-5080,http://www.hope.evangelical-lutheran.ca/
HOPEWELL CAPE UNITED BAPTIST CHURCH,Hillsborough,NB,,
HOPEWELL HILL UNITED BAPTIST CHURCH,Hopewell Hill,NB,,
HUMPHREY MEMORIAL UNITED CHURCH,Moncton,NB,,
Iglesia Del Nazareno,Fredericton,NB,505-452-0225,
Iglesia Del Nazareno,Fredericton,NB,505-452-0225,
IMMACULATE CONCEPTION CHURCH,Moncton,NB,,
IMMACULATE HEART OF MARY PARISH,Riverview,NB,,
IMMANUEL PENTECOSTAL ASSEMBLY INC,Grand Manan,NB,,
JACKSONTOWN BAPTIST CHURCH INC,Jacksontown,NB,,
JACKSONVILLE UNITED BAPTIST CHURCH,Jacksonville,NB,,
Jeeps 4 Jesus Canada,Moncton,NB,506-872-133,http://www.J4JC.ca
JEMSEG UNITED BAPTIST CHURCH,Jemseg,NB,,
JOHN THE BAPTIST FELLOWSHIP INC,Saint John,NB,,
JUBILEE WORLD OUTREACH INC,Miramichi,NB,,
JUNIPER UNITED PENTECOSTAL CHURCH,Juniper,NB,,
KENNEBECASIS UNITED BAPTIST CHURCH,Rothesay,NB,,
KESWICK RIDGE PASTORAL CHARGE,Keswick Ridge,NB,,
KIERSTEAD MOUNTAIN UNITED BAPTIST CHURCH,Keirstead Mountain,NB,,
KINGS VALLEY WESLEYAN CHURCH,Quispamsis,NB,,
KINGS WAY ASSEMBLY,Quispamsis,NB,506.847.0602,http://www.kingswayassembly.ca/
KINGSLEY UNITED CHURCH,Estey's Bridge,NB,,
KINGSTON PENINSULA FOURSQUARE GOSPEL CHURCH INC,Kingston,NB,,
KINGSTON UNITED BAPTIST CHURCH,Kingston,NB,,
KINNEAR SETTLEMENT UNITED BAPTIST CHURCH,Kinnear Settlement,NB,,
KIRK MCCOLL UNITED CHURCH,St. Stephen,NB,,
KNOWLESVILLE UNITED BAPTIST CHURCH,Knowlesville,NB,,
KNOX PRESBYTERIAN CHURCH,Campbellton,NB,,
KNOX PRESBYTERIAN CHURCH,Kouchibouguac,NB,,
KNOX PRESBYTERIAN CHURCH,Harvey Station,NB,,
KNOX UNITED CHURCH,St. Stephen,NB,,
KNOXFORD PRAYING BAND CHURCH INC,East Centreville,NB,,
LAKE GEORGE UNITED CHURCH,Lake George,NB,,
LAKEBURN PASTORAL CHARGE,Greater Lakeburn,NB,,
LAKEVILLE CORNER UNITED BAPTIST CHURCH,Scotchtown,NB,,
LAKEVILLE GOOD CORNER AND BLOOMFIELD UNITED BAPTIST CHURCH,Good Corner,NB,,
LAKEVILLE UNITED CHURCH,Westmorland County,NB,,
LAMBERT'S COVE UNITED BAPTIST CHURCH,Lambert's Cove,NB,,
LAWRENCE STATION UNITED CHURCH,Lawrence Station,NB,,
LEDGE UNITED CHURCH,Oak Bay,NB,,
LEWISVILLE UNITED BAPTIST CHURCH,Moncton,NB,,
LIMESTONE SIDING PENTECOSTAL CHURCH,Dsl Grand Falls,NB,,
LINCOLN UNITED BAPTIST CHURCH,Lincoln,NB,,
LINDSAY UNITED BAPTIST CHURCH,Lindsay,NB,,
LITTLE RIDGE UNITED CHURCH,St. Stephen,NB,,
LITTLE RIVER (MCKEE'S MILLS) UNITED BAPTIST CHURCH,Mckee's Mills,NB,,
LITTLE SOUTH WEST BAPTIST CHURCH INC,Sillikers,NB,,
LOGGIEVILLE-BLACK RIVER PASTORAL CHARGE,Napan,NB,,
LOWER COVERDALE UNITED BAPTIST CHURCH,Lower Coverdale,NB,,
LOWER COVERDALE UNITED CHURCH,Stoney Creek  E,NB,,
LOWER DERBY UNITED BAPTIST CHURCH,Parker,NB,,
LOWER GOLDEN GROVE UNITED CHURCH,Wells,NB,,
LOWER MILLSTREAM UNITED BAPTIST CHURCH,Lower Millstream,NB,5064334855,
LOWER TURTLE CREEK UNITED BAPTIST CHURCH,Turtle Creek,NB,,
LUDLOW UNITED BAPTIST CHURCH,Ludlow,NB,,
LUTES MOUNTAIN CHURCH OF THE NAZARENE,Lutes Mountain,NB,,
LYTTLETON PENTECOSTAL TABERNACLE,Lyttleton,NB,506.836.1820,http://www.lpchurch.ca/
MACE'S BAY UNITED BAPTIST CHURCH,Dipper Harbour,NB,,
MACKENZIE CORNER UNITED BAPTIST CHURCH,Woodstock,NB,,
MACTAQUAC UNITED BAPTIST CHURCH,Mactaquac,NB,,
MADAWASKA-VICTORIA SEVENTH-DAY ADVENTIST CHURCH,St. Leonard,NB,,
MAIN STREET UNITED BAPTIST CHURCH,Saint John,NB,,
MARANATHA CHRISTIAN ASSEMBLY INC,Wickham,NB,,
MARANTHA CHRISTIAN FELLOWSHIP,Wickham,NB,,
MARANTHA SEVENTH-DAY ADVENTIST CHURCH,Hampton,NB,,
MARITIME CONFERENCE CORPORATION OF THE SEVENTH-DAY ADVENTIST CHURCH INC,Moncton,NB,,
MARITIME CONFERENCE OF THE UNITED CHURCH OF CANADA,Sackville,NB,,
MARNE UNITED BAPTIST CHURCH,Hartin Settlement,NB,,
MARYSVILLE UNITED BAPTIST CHURCH,Fredericton,NB,,
MARYSVILLE-PENNIAC PASTORAL CHARGE,Fredericton,NB,,
MCADAM INDEPENDENT BAPTIST CHURCH INC,Mcadam,NB,,
MCKEE'S MILLS PASTORAL CHARGE,Moncton,NB,,
MCLAUGHLIN DRIVE CHURCH OF THE NAZARENE,Moncton,NB,,
MEDUCTIC UNITED BAPTIST CHURCH,Riceville,NB,,
MIDDLE SACKVILLE BAPTIST CHURCH,Sackville,NB,506-536-2615,
MIDDLE SOUTHAMPTON UNITED BAPTIST CHURCH,Southampton,NB,,
MIDDLESEX UNITED BAPTIST CHURCH,Colpitts Settlement,NB,,
MIDDLETON SEVENTH-DAY ADVENTIST CHURCH,Moncton,NB,,
MIDGIC UNITED BAPTIST CHURCH,Sackville,NB,,
MIDLAND UNITED BAPTIST CHURCH,Norton,NB,,
MILLSTREAM PASTORAL CHARGE,Pearsonville,NB,,
MILLTOWN BAPTIST CHURCH,St. Stephen,NB,,
MILLTOWN UNITED CHURCH PASTORAL CHARGE,Crocker Hill,NB,,
